,_id,FIRST,LAST,ADDRESS,CITY,STATE,ZIP,LASTSENDDATE,LASTREPLY,RESPONSECATEGORY
45290,62fa919b39fe7a3ec974b821,Juana,Kramer,7168 Olsonvill Dr,Kalamazoo, MI,49009.0,2020-05-04 22:35:17+00:00,2020-09-04 14:17:10,NEGATIVE
3024,62fa919b39fe7a3ec9741307,,Wade,8775 Peter Cv,Elizabeth City, NC,27909.0,2020-08-28 14:48:45+00:00,2020-09-04 14:32:45,NEGATIVE
39166,62fa919b39fe7a3ec974a035,Susana,Burke,3294 E 1st Cv,Paterson, NJ,7501.0,2019-06-07 23:07:33+00:00,2020-09-04 14:48:22,UNSURE
90001,62fa919b39fe7a3ec97566c8,Leanne,Harvey,4579 Poplar Rd,Madisonville, KY,42431.0,2019-09-26 10:02:43+00:00,2020-09-04 15:18:17,DONOTCONTACT
1882,62fa919b39fe7a3ec9740e91,Christi,Bowers,3985 Armstrong Rd,Arvada, CO,80003.0,2020-08-20 19:11:38+00:00,2020-09-04 16:32:24,NEGATIVE
96030,62fa919b39fe7a3ec9757e55,Lindsey,Grant,7966 Olsonvill Rd,Madisonville, KY,42431.0,2019-07-18 14:17:46+00:00,2020-09-04 17:31:09,UNSURE
16235,62fa919b39fe7a3ec97446a2,Michele,Wolfe,4419 Burbank Rd,Camp Hill, PA,17011.0,2020-06-13 11:25:09+00:00,2020-09-04 17:34:12,UNSURE
28233,62fa919b39fe7a3ec9747580,Clarence,Guthrie,8911 Lois Rd,Anaheim, CA,92806.0,2020-05-04 21:18:09+00:00,2020-09-04 20:23:48,NEGATIVE
95838,62fa919b39fe7a3ec9757d95,Cristina,Craig,2292 2nd Dr,Marion, NC,28752.0,2020-07-10 04:22:27+00:00,2020-09-04 21:36:33,DONOTCONTACT
3242,62fa919b39fe7a3ec97413e1,Young,Stone,7390 Ethel Blvd,Gastonia, NC,28052.0,2020-05-30 18:03:22+00:00,2020-09-04 22:05:15,DONOTCONTACT
74522,62fa919b39fe7a3ec9752a51,Michele,Stone,5393 N Oak St,Media, PA,19063.0,2020-04-25 13:59:15+00:00,2020-09-04 22:37:19,DONOTCONTACT
90214,62fa919b39fe7a3ec975679d,Scott,Burke,4549 W Olsonvill St,Miami Gardens, FL,33056.0,2020-03-26 07:05:05+00:00,2020-09-04 22:55:07,NEGATIVE
10715,62fa919b39fe7a3ec9743112,Rene,Terry,8980 N Eighth Blvd,Paterson, NJ,7501.0,2019-12-23 15:47:42+00:00,2020-09-05 00:29:58,UNSURE
44200,62fa919b39fe7a3ec974b3df,Young,Lake,7771 Third Rd,Elizabeth City, NC,27909.0,2020-05-14 08:35:57+00:00,2020-09-05 00:54:03,NEGATIVE
11196,62fa919b39fe7a3ec97432f3,Michele,Donovan,5355 N Glen Rd,Madisonville, KY,42431.0,2019-11-08 03:26:21+00:00,2020-09-05 01:09:46,NEGATIVE
56614,62fa919b39fe7a3ec974e45d,Lois,,3726 S Sleepy Ave,Phillipsburg, NJ,8865.0,2019-06-20 21:52:28+00:00,2020-09-05 01:32:33,DONOTCONTACT
86223,62fa919b39fe7a3ec9755806,Herman,Hinton,9092 Main Cv,West Palm Beach, FL,33404.0,2019-07-18 20:47:38+00:00,2020-09-05 02:44:37,DONOTCONTACT
72437,62fa919b39fe7a3ec975222c,Cecelia,Terry,8334 W Poplar Blvd,Moorhead, MN,56560.0,2019-01-03 23:12:53+00:00,2020-09-05 04:08:05,UNSURE
65298,62fa919b39fe7a3ec9750649,Leanne,Conley,5735 Glenn St,West Palm Beach, FL,33404.0,2019-10-06 03:52:46+00:00,2020-09-05 04:11:21,NEGATIVE
45036,62fa919b39fe7a3ec974b723,Marion,Harvey,3194 Cherry St,Anaheim, CA,92806.0,2020-01-04 23:24:58+00:00,2020-09-05 04:53:04,UNSURE
89908,62fa919b39fe7a3ec975666b,Jessica,Morton,3523 E Second Ave,Madisonville, KY,42431.0,2019-03-27 22:51:27+00:00,2020-09-05 05:16:27,DONOTCONTACT
55679,62fa919b39fe7a3ec974e0b6,Lois,Phillips,8850 Purchase Ln,Ottawa, IL,61350.0,2020-07-22 23:13:15+00:00,2020-09-05 05:30:18,NEGATIVE
34148,62fa919b39fe7a3ec9748c9b,Jamie,Hinton,1346 E 2nd Rd,Paterson, NJ,7501.0,2019-07-25 22:02:59+00:00,2020-09-05 06:40:05,DONOTCONTACT
10399,62fa919b39fe7a3ec9742fd6,Rene,Lake,6414 Sharp Ln,Stillwater, MN,55082.0,2020-03-22 05:38:10+00:00,2020-09-05 06:43:00,NEGATIVE
23413,62fa919b39fe7a3ec97462ac,Verna,Snell,7357 S Third Ln,Camp Hill, PA,17011.0,2020-06-12 22:56:33+00:00,2020-09-05 07:35:32,DONOTCONTACT
50043,62fa919b39fe7a3ec974cab2,Yvette,Alexander,4475 Crystal Blvd,West Fargo, ND,58078.0,2019-07-02 12:43:11+00:00,2020-09-05 08:33:51,DONOTCONTACT
66836,62fa919b39fe7a3ec9750c4b,Susana,Cahill,3857 Second Rd,Conyers, GA,30012.0,2019-03-19 18:47:24+00:00,2020-09-05 08:54:43,DONOTCONTACT
99769,62fa919b39fe7a3ec9758cf0,Lois,Case,4206 N Peter Dr,Anaheim, CA,92806.0,2019-08-21 23:03:17+00:00,2020-09-05 09:08:01,UNSURE
25544,62fa919b39fe7a3ec9746aff,Jordan,Conley,9590 Oak St,Media, PA,19063.0,2019-03-02 18:41:46+00:00,2020-09-05 09:13:46,NEGATIVE
82006,62fa919b39fe7a3ec975478d,Deborah,Cahill,1503 Peter Ave,Marion, NC,28752.0,2019-08-15 06:50:26+00:00,2020-09-05 10:09:38,NEGATIVE
7647,62fa919b39fe7a3ec9742516,Jordan,Proctor,4810 N 2nd Ave,Kalamazoo, MI,49009.0,2019-02-28 21:24:08+00:00,2020-09-05 10:12:55,UNSURE
77870,62fa919b39fe7a3ec9753765,Candy,Andrade,5781 Crystal Cv,Madisonville, KY,42431.0,2019-05-13 06:40:16+00:00,2020-09-05 10:15:14,NEGATIVE
9380,62fa919b39fe7a3ec9742bdb,Todd,Robbins,235 W Riverside Ave,Schenectady, NY,12302.0,2019-12-24 15:15:04+00:00,2020-09-05 10:57:27,DONOTCONTACT
97942,62fa919b39fe7a3ec97585cd,Verna,Guthrie,1328 N Samuel Cv,Stillwater, MN,55082.0,2019-05-03 09:49:23+00:00,2020-09-05 12:37:38,DONOTCONTACT
28757,62fa919b39fe7a3ec974778c,Terry,Alexander,5730 N Third Ln,Jamaica, NY,11432.0,2020-08-25 10:57:30+00:00,2020-09-05 13:01:57,UNSURE
18653,62fa919b39fe7a3ec9745014,Krystal,Carver,7413 W Glen St,Moorhead, MN,56560.0,2020-05-29 09:18:23+00:00,2020-09-05 13:27:29,DONOTCONTACT
71090,62fa919b39fe7a3ec9751ce9,Todd,Hutchinson,6205 Main Ln,Phillipsburg, NJ,8865.0,2019-11-29 17:39:42+00:00,2020-09-05 13:41:03,NEGATIVE
41089,62fa919b39fe7a3ec974a7b8,Darla,Watson,412 Poplar Dr,New Philadelphia, OH,44663.0,2020-04-27 08:57:38+00:00,2020-09-05 14:00:45,UNSURE
71817,62fa919b39fe7a3ec9751fc0,Dora,Bowers,8154 W Samuel Ave,Moorhead, MN,56560.0,2020-01-29 04:04:20+00:00,2020-09-05 14:06:34,DONOTCONTACT
38231,62fa919b39fe7a3ec9749c8e,Marion,Wade,3747 W 5th St,Lewis Center, OH,43035.0,2019-01-12 20:51:20+00:00,2020-09-05 15:04:53,NEGATIVE
63593,62fa919b39fe7a3ec974ffa0,Herman,Dwyer,4400 N Glen Ln,Delaware, OH,43015.0,2019-07-06 22:00:58+00:00,2020-09-05 15:38:37,DONOTCONTACT
93915,62fa919b39fe7a3ec9757612,Christi,Ball,6019 E Glenn Cv,Rocky Mount, NC,27804.0,2019-12-06 20:53:24+00:00,2020-09-05 15:45:32,NEGATIVE
20941,62fa919b39fe7a3ec9745904,Robyn,Hutchinson,2794 Peter St,Kalamazoo, MI,49009.0,2020-03-31 11:57:58+00:00,2020-09-05 15:58:27,NEGATIVE
57581,62fa919b39fe7a3ec974e824,Ingrid,Jensen,9353 W Purchase Ln,Kalamazoo, MI,49009.0,2019-04-29 07:02:16+00:00,2020-09-05 16:07:38,NEGATIVE
36910,62fa919b39fe7a3ec9749765,Samuel,Guthrie,3412 N Glendale Dr,Seymour, IN,47274.0,2020-05-18 14:58:48+00:00,2020-09-05 17:48:17,NEGATIVE
22038,62fa919b39fe7a3ec9745d4d,Lois,Proctor,3721 3rd Cv,Westport, CT,6880.0,2019-11-17 14:34:35+00:00,2020-09-05 18:17:28,NEGATIVE
64200,62fa919b39fe7a3ec97501ff,Chris,Church,9134 12th Blvd,Ossining, NY,10562.0,2019-04-22 10:09:42+00:00,2020-09-05 18:22:10,UNSURE
24697,62fa919b39fe7a3ec97467b0,Ernest,Guthrie,7595 Sleepy Rd,Camas, WA,98607.0,2020-07-11 11:20:00+00:00,2020-09-05 19:29:20,NEGATIVE
63156,62fa919b39fe7a3ec974fdeb,Deborah,Hutchinson,2412 Sunny St,Jamaica, NY,11432.0,2019-11-29 20:41:43+00:00,2020-09-05 21:10:37,DONOTCONTACT
52045,62fa919b39fe7a3ec974d284,Yvette,Benton,8276 E Maple Ave,Richardson, TX,75080.0,2019-10-07 08:08:25+00:00,2020-09-05 21:43:54,DONOTCONTACT
32287,62fa919b39fe7a3ec9748556,Jordan,Harvey,7538 W Cherry Cv,Clearwater, FL,33756.0,2019-10-16 12:16:43+00:00,2020-09-05 22:29:40,NEGATIVE
98561,62fa919b39fe7a3ec9758838,Candy,Pollard,1647 Poplar Cv,Patchogue, NY,11772.0,2020-05-26 15:52:55+00:00,2020-09-05 23:03:36,UNSURE
16327,62fa919b39fe7a3ec97446fe,Dena,Pollard,191 Cherry Rd,Media, PA,19063.0,2019-11-21 08:02:56+00:00,2020-09-05 23:05:31,UNSURE
31657,62fa919b39fe7a3ec97482e0,Michele,Benton,1125 Poplar Dr,Camas, WA,98607.0,2020-04-22 13:29:12+00:00,2020-09-05 23:43:58,NEGATIVE
50315,62fa919b39fe7a3ec974cbc2,Young,Pollard,1516 E 8th Ave,Millington, TN,38053.0,2020-07-12 00:06:20+00:00,2020-09-05 23:47:54,NEGATIVE
34832,62fa919b39fe7a3ec9748f47,Susana,Compton,2958 S 1st Dr,North Attleboro, MA,2760.0,2019-10-11 01:06:34+00:00,2020-09-06 01:04:35,UNSURE
94944,62fa919b39fe7a3ec9757a17,Yvette,Conley,3880 W Daniel Ave,Miami Gardens, FL,33056.0,2019-12-20 15:34:52+00:00,2020-09-06 01:45:46,NEGATIVE
27837,62fa919b39fe7a3ec97473f4,Scott,Ball,1842 E 12th St,Jamaica, NY,11432.0,2019-05-07 14:51:28+00:00,2020-09-06 02:36:01,NEGATIVE
76575,62fa919b39fe7a3ec9753256,Clarence,Grant,1028 E 3rd Ave,Mchenry, IL,60050.0,2019-07-14 14:28:02+00:00,2020-09-06 03:15:38,NEGATIVE
49895,62fa919b39fe7a3ec974ca1e,Marion,Carver,5207 Sunny Cv,Delaware, OH,43015.0,2020-05-20 11:23:56+00:00,2020-09-06 03:26:40,NEGATIVE
77289,62fa919b39fe7a3ec9753520,Christi,Case,3931 Pine Rd,Seymour, IN,47274.0,2019-02-13 21:03:46+00:00,2020-09-06 03:57:14,NEGATIVE
83753,62fa919b39fe7a3ec9754e60,Christi,Jacobs,1850 W Glendale Dr,Ottawa, IL,61350.0,2020-04-30 01:14:41+00:00,2020-09-06 05:23:33,UNSURE
70023,62fa919b39fe7a3ec97518be,Deborah,Rowe,390 N 12th Dr,West Palm Beach, FL,33404.0,2019-11-15 19:41:39+00:00,2020-09-06 05:35:34,DONOTCONTACT
86159,62fa919b39fe7a3ec97557c6,Rolando,Lake,9665 Fourth Dr,Ossining, NY,10562.0,2020-02-21 20:28:50+00:00,2020-09-06 07:02:58,UNSURE
95606,62fa919b39fe7a3ec9757cad,Sara,Schneider,2028 E Cherry Rd,Miami Gardens, FL,33056.0,2019-12-01 04:53:16+00:00,2020-09-06 07:03:39,DONOTCONTACT
71596,62fa919b39fe7a3ec9751ee3,Leanne,Hinton,175 S Mount Pleasant Rd,Clearwater, FL,33756.0,2019-10-26 14:20:12+00:00,2020-09-06 07:13:30,NEGATIVE
29936,62fa919b39fe7a3ec9747c27,Herman,Jacobs,2928 12th Blvd,Paterson, NJ,7501.0,2019-06-24 05:20:00+00:00,2020-09-06 07:54:05,DONOTCONTACT
55404,62fa919b39fe7a3ec974dfa3,Verna,Kramer,6569 6th Ln,Westport, CT,6880.0,2019-10-30 07:04:45+00:00,2020-09-06 08:58:29,UNSURE
62575,62fa919b39fe7a3ec974fba6,Jan,Ball,7988 S 8th Ave,Clearwater, FL,33756.0,2019-09-24 09:46:19+00:00,2020-09-06 09:20:44,UNSURE
49395,62fa919b39fe7a3ec974c82a,Todd,Schneider,704 2nd St,Enfield, CT,6082.0,2020-09-02 05:45:27+00:00,2020-09-06 09:32:47,NEGATIVE
93368,62fa919b39fe7a3ec97573ef,Gale,Jacobs,7940 E  Blvd,Douglasville, GA,30134.0,2019-12-18 12:06:23+00:00,2020-09-06 10:18:55,NEGATIVE
87848,62fa919b39fe7a3ec9755e5f,Rolando,Rowe,9648 Mount Pleasant Blvd,,,,2020-06-18 08:32:44+00:00,2020-09-06 10:37:46,DONOTCONTACT
53642,62fa919b39fe7a3ec974d8c1,Juana,Terrell,4286 1st St,Enfield, CT,6082.0,2019-12-07 20:56:02+00:00,2020-09-06 10:44:07,NEGATIVE
83621,62fa919b39fe7a3ec9754ddc,Dora,Hutchinson,5797 E Elm Blvd,Ossining, NY,10562.0,2019-10-20 08:45:52+00:00,2020-09-06 12:24:12,NEGATIVE
50818,62fa919b39fe7a3ec974cdb9,Robyn,Benton,6257 N Second Blvd,West Fargo, ND,58078.0,2019-05-03 14:27:35+00:00,2020-09-06 14:21:40,DONOTCONTACT
95472,62fa919b39fe7a3ec9757c27,,Donovan,1808 6th Rd,Melbourne, FL,32904.0,2019-01-19 16:36:41+00:00,2020-09-06 15:28:09,NEGATIVE
53255,62fa919b39fe7a3ec974d73e,Candy,Moody,3787 2nd Blvd,Paterson, NJ,7501.0,2019-07-18 21:39:40+00:00,2020-09-06 16:04:34,NEGATIVE
98968,62fa919b39fe7a3ec97589cf,Chris,Carver,2976 Glenn Ave,Richardson, TX,75080.0,2020-07-30 13:51:01+00:00,2020-09-06 16:12:09,NEGATIVE
3642,62fa919b39fe7a3ec9741571,Christi,Benton,2643 47th Dr,Clearwater, FL,33756.0,2020-05-28 19:09:53+00:00,2020-09-06 16:49:18,NEGATIVE
13123,62fa919b39fe7a3ec9743a7a,Rolando,Church,412 Crystal Ln,Schenectady, NY,12302.0,2019-12-09 21:06:10+00:00,2020-09-06 16:54:02,UNSURE
7843,62fa919b39fe7a3ec97425da,Jan,Kramer,5724 4th St,Media, PA,19063.0,2019-08-02 12:43:13+00:00,2020-09-06 17:06:38,UNSURE
55743,62fa919b39fe7a3ec974e0f6,Jamie,Church,9107 S 3rd Rd,Mchenry, IL,60050.0,2020-04-27 22:57:04+00:00,2020-09-06 17:07:43,NEGATIVE
33074,62fa919b39fe7a3ec9748869,Jamie,Ball,1675 Mount Pleasant Dr,New Albany, IN,47150.0,2019-02-03 00:24:42+00:00,2020-09-06 17:19:38,DONOTCONTACT
80100,62fa919b39fe7a3ec975401b,Young,Craig,6417 W Shelby Ave,Mechanicsville, VA,23111.0,2020-02-20 11:45:42+00:00,2020-09-06 17:32:43,NEGATIVE
37864,62fa919b39fe7a3ec9749b1f,Dora,Strickland,6681 S Pratt St,Patchogue, NY,11772.0,2019-08-14 14:42:09+00:00,2020-09-06 18:28:55,DONOTCONTACT
2358,62fa919b39fe7a3ec974106d,Jessica,Case,2241 S Pratt Blvd,Arvada, CO,80003.0,2020-04-01 19:25:43+00:00,2020-09-06 19:51:03,DONOTCONTACT
69117,62fa919b39fe7a3ec9751534,Dora,Kramer,5743 Martin Luther King Ln,Mechanicsville, VA,23111.0,2019-02-04 14:57:02+00:00,2020-09-06 20:28:54,NEGATIVE
14068,62fa919b39fe7a3ec9743e2b,Lois,Bassett,4317 47th Ave,Miami Gardens, FL,33056.0,2020-06-02 21:02:06+00:00,2020-09-06 20:57:12,NEGATIVE
62094,62fa919b39fe7a3ec974f9c5,Verna,Schneider,1527 W Daniel Dr,Mahwah, NJ,7430.0,2020-06-01 11:48:19+00:00,2020-09-06 21:14:10,UNSURE
5469,62fa919b39fe7a3ec9741c94,Clarence,Wolfe,2058 12th Dr,Rocky Mount, NC,27804.0,2020-02-21 19:34:25+00:00,2020-09-06 21:34:33,DONOTCONTACT
95820,62fa919b39fe7a3ec9757d83,Lois,Proctor,7331 Purchase Cv,Marion, NC,28752.0,2020-03-11 20:03:43+00:00,2020-09-06 21:47:14,NEGATIVE
41917,62fa919b39fe7a3ec974aaf4,Susana,Powers,2049 Sharp Rd,Marion, NC,28752.0,2019-07-13 17:13:54+00:00,2020-09-06 21:52:41,UNSURE
79370,62fa919b39fe7a3ec9753d41,Sara,Cahill,9306 N Pine Dr,New Albany, IN,47150.0,2020-05-15 07:54:58+00:00,2020-09-06 22:04:24,UNSURE
734,62fa919b39fe7a3ec9740a15,Terry,Schneider,2240 Pratt Ave,Quakertown, PA,18951.0,2019-10-26 15:21:21+00:00,2020-09-06 22:21:54,UNSURE
15105,62fa919b39fe7a3ec9744238,Mayra,Bassett,8821 Mount Pleasant Ln,Westmont, IL,60559.0,2019-06-10 13:24:00+00:00,2020-09-06 22:41:42,DONOTCONTACT
64114,62fa919b39fe7a3ec97501a9,Rene,Stone,2224 8th St,Seattle, WA,98144.0,2020-03-13 19:07:47+00:00,2020-09-06 23:10:45,UNSURE
13984,62fa919b39fe7a3ec9743dd7,Yvette,Jacobs,3453 5th Dr,Mechanicsville, VA,23111.0,2020-03-16 06:40:49+00:00,2020-09-07 00:57:14,DONOTCONTACT
73772,62fa919b39fe7a3ec9752763,,Grant,7034 Faith Cv,Media, PA,19063.0,2020-08-29 07:05:54+00:00,2020-09-07 01:44:52,DONOTCONTACT
19808,62fa919b39fe7a3ec9745497,Darla,Grant,3875 N Eighth Blvd,Seymour, IN,47274.0,2020-08-06 12:15:26+00:00,2020-09-07 02:49:23,DONOTCONTACT
91472,62fa919b39fe7a3ec9756c87,Jan,Ayers,3269  Blvd,Hixson, TN,37343.0,2020-07-08 17:07:50+00:00,2020-09-07 03:05:48,UNSURE
15344,62fa919b39fe7a3ec9744327,,Burke,8545 S Elm Rd,West Fargo, ND,58078.0,2019-07-25 08:55:32+00:00,2020-09-07 04:21:52,UNSURE
58389,62fa919b39fe7a3ec974eb4c,Robyn,Benton,6950 Martin Luther King Dr,Pearl, MS,39208.0,2019-09-18 08:42:01+00:00,2020-09-07 04:34:57,UNSURE
40200,62fa919b39fe7a3ec974a43f,Sara,Case,4629 Riverside Ln,Pearl, MS,39208.0,2019-03-08 13:01:15+00:00,2020-09-07 04:46:15,DONOTCONTACT
26988,62fa919b39fe7a3ec97470a3,Raymond,Stewart,6481 N Poplar Blvd,Paterson, NJ,7501.0,2020-01-06 22:31:02+00:00,2020-09-07 05:11:02,UNSURE
51137,62fa919b39fe7a3ec974cef8,Scott,Andrade,4952 S Lois Blvd,Anaheim, CA,92806.0,2020-01-10 01:25:43+00:00,2020-09-07 05:14:47,UNSURE
15557,62fa919b39fe7a3ec97443fc,Christi,Jensen,1626 47th Dr,Patchogue, NY,11772.0,2020-05-09 20:43:38+00:00,2020-09-07 06:05:33,NEGATIVE
34115,62fa919b39fe7a3ec9748c7a,Robyn,Case,6435 Daniel Ave,Pearl, MS,39208.0,2020-01-03 21:15:36+00:00,2020-09-07 06:11:46,DONOTCONTACT
99603,62fa919b39fe7a3ec9758c4a,Marion,Wade,8280 W Shelby Dr,Pearl, MS,39208.0,2020-05-20 17:50:40+00:00,2020-09-07 09:42:36,NEGATIVE
20826,62fa919b39fe7a3ec9745891,Gale,Lake,2294 Burbank Ln,Westmont, IL,60559.0,2019-08-22 10:44:55+00:00,2020-09-07 09:51:37,NEGATIVE
5334,62fa919b39fe7a3ec9741c0d,Rolando,Dwyer,850 W 5th Ave,Schenectady, NY,12302.0,2020-04-22 15:39:23+00:00,2020-09-07 10:31:56,UNSURE
6203,62fa919b39fe7a3ec9741f72,Calvin,Church,1376 E 2nd Blvd,Olive Branch, MS,38654.0,2020-06-07 00:12:30+00:00,2020-09-07 11:07:24,UNSURE
39983,62fa919b39fe7a3ec974a366,Dora,Stewart,9797 47th Ln,Kalamazoo, MI,49009.0,2020-02-25 21:31:33+00:00,2020-09-07 12:28:05,DONOTCONTACT
64488,62fa919b39fe7a3ec975031f,Deborah,Farrell,6458 N Glendale St,Seattle, WA,98144.0,2019-06-20 18:43:28+00:00,2020-09-07 12:40:49,DONOTCONTACT
50912,62fa919b39fe7a3ec974ce17,Todd,Benton,2952 E  Cv,Anaheim, CA,92806.0,2019-12-12 04:53:04+00:00,2020-09-07 14:06:17,DONOTCONTACT
21497,62fa919b39fe7a3ec9745b30,Irene,Ball,12 Glen St,Moorhead, MN,56560.0,2019-04-11 03:54:03+00:00,2020-09-07 14:32:48,DONOTCONTACT
14367,62fa919b39fe7a3ec9743f56,Dena,Phillips,2175 Crystal Cv,Mechanicsville, VA,23111.0,2019-11-10 02:30:21+00:00,2020-09-07 16:19:25,UNSURE
74102,62fa919b39fe7a3ec97528ad,Sara,Benton,9236 W Samuel Ave,Garfield, NJ,7026.0,2020-02-02 02:32:22+00:00,2020-09-07 17:24:08,DONOTCONTACT
41436,62fa919b39fe7a3ec974a913,Candy,Stone,8498 6th Blvd,Anaheim, CA,92806.0,2019-08-19 06:03:14+00:00,2020-09-07 17:57:13,NEGATIVE
34937,62fa919b39fe7a3ec9748fb0,Ingrid,Case,8001 Eighth Ave,Olive Branch, MS,38654.0,2020-03-24 05:13:15+00:00,2020-09-07 18:38:40,DONOTCONTACT
11519,62fa919b39fe7a3ec9743436,Darla,Andrade,9210 S Ethel Ave,Enfield, CT,6082.0,2019-08-13 08:20:01+00:00,2020-09-07 20:28:03,NEGATIVE
8323,62fa919b39fe7a3ec97427ba,Dora,Jensen,515 Pine Blvd,Arvada, CO,80003.0,2020-08-16 01:29:20+00:00,2020-09-07 20:42:56,UNSURE
23860,62fa919b39fe7a3ec974646b,Susana,Grant,9326 S Purchase Dr,Elizabeth City, NC,27909.0,2019-03-15 10:31:03+00:00,2020-09-07 20:56:06,DONOTCONTACT
66455,62fa919b39fe7a3ec9750ace,Hope,Bowers,1335 W Cedar Blvd,Lewis Center, OH,43035.0,2019-03-06 17:37:22+00:00,2020-09-07 21:35:03,UNSURE
77498,62fa919b39fe7a3ec97535f1,Irene,Watson,9375 S Ethel Rd,Gastonia, NC,28052.0,2020-08-20 11:39:14+00:00,2020-09-07 21:36:36,NEGATIVE
52393,62fa919b39fe7a3ec974d3e0,Mayra,Guthrie,6570 Daniel Rd,North Attleboro, MA,2760.0,2020-06-18 21:23:23+00:00,2020-09-07 22:05:30,DONOTCONTACT
71004,62fa919b39fe7a3ec9751c93,Cristina,Ayers,9745 E Crystal Cv,Rocky Mount, NC,27804.0,2019-08-28 23:02:39+00:00,2020-09-07 23:56:54,UNSURE
48010,62fa919b39fe7a3ec974c2c1,Ernest,Guthrie,8757 N 3rd St,Oshkosh, WI,54901.0,2020-05-27 14:03:34+00:00,2020-09-08 00:09:45,UNSURE
65579,62fa919b39fe7a3ec9750762,Ingrid,,3316 4th St,Media, PA,19063.0,2020-05-24 15:55:08+00:00,2020-09-08 00:49:44,NEGATIVE
21749,62fa919b39fe7a3ec9745c2c,Irene,Jacobs,9141 Peter Cv,Westmont, IL,60559.0,2020-08-10 21:30:46+00:00,2020-09-08 01:08:21,NEGATIVE
51821,62fa919b39fe7a3ec974d1a4,Calvin,Bowers,2118 W Oak Rd,Conyers, GA,30012.0,2020-04-28 05:48:09+00:00,2020-09-08 01:22:19,DONOTCONTACT
68150,62fa919b39fe7a3ec975116d,Jessica,Donovan,8643 Martin Luther King St,New Philadelphia, OH,44663.0,2020-01-23 13:58:50+00:00,2020-09-08 02:39:34,DONOTCONTACT
69069,62fa919b39fe7a3ec9751504,Irene,Wolfe,3663 N 4th Ln,Miami Gardens, FL,33056.0,2019-04-16 10:23:08+00:00,2020-09-08 02:56:34,DONOTCONTACT
96920,62fa919b39fe7a3ec97581cf,Marion,Ayers,6173 3rd St,Melbourne, FL,32904.0,2020-03-03 03:49:23+00:00,2020-09-08 03:03:18,NEGATIVE
78584,62fa919b39fe7a3ec9753a2f,Gale,Benton,932 W 3rd Cv,Kalamazoo, MI,49009.0,2019-02-22 02:50:40+00:00,2020-09-08 03:56:44,NEGATIVE
93257,62fa919b39fe7a3ec9757380,Irene,Burke,4897  Ave,North Attleboro, MA,2760.0,2020-03-01 20:10:30+00:00,2020-09-08 04:30:26,DONOTCONTACT
98962,62fa919b39fe7a3ec97589c9,Candy,Farrell,8646 E 8th Cv,Jamaica, NY,11432.0,2020-02-01 06:19:02+00:00,2020-09-08 05:19:10,UNSURE
56559,62fa919b39fe7a3ec974e426,Michele,Ball,2274 N Maple Ave,New Albany, IN,47150.0,2020-05-03 07:52:47+00:00,2020-09-08 06:39:49,NEGATIVE
78781,62fa919b39fe7a3ec9753af4,Hope,Wolfe,8532 Oak Ave,Camas, WA,98607.0,2020-01-26 02:53:20+00:00,2020-09-08 07:30:26,UNSURE
66143,62fa919b39fe7a3ec9750996,Verna,Harvey,2355 N 3rd Blvd,Richardson, TX,75080.0,2019-02-10 05:55:52+00:00,2020-09-08 07:35:20,UNSURE
54315,62fa919b39fe7a3ec974db62,Gale,Phillips,6124 Sunny Ave,Oshkosh, WI,54901.0,2020-09-03 16:37:40+00:00,2020-09-08 07:57:13,NEGATIVE
68374,62fa919b39fe7a3ec975124d,Jamie,Watson,9921 Cedar Rd,Kalamazoo, MI,49009.0,2019-09-23 20:32:12+00:00,2020-09-08 09:01:30,DONOTCONTACT
25530,62fa919b39fe7a3ec9746af1,Juan,Moody,6791 W Elm Dr,Mahwah, NJ,7430.0,2019-09-21 19:58:06+00:00,2020-09-08 09:01:50,NEGATIVE
42370,62fa919b39fe7a3ec974acb9,Herman,,1713  Dr,Garfield, NJ,7026.0,2020-06-18 00:22:39+00:00,2020-09-08 09:12:13,UNSURE
50812,62fa919b39fe7a3ec974cdb3,Susana,Stone,7038 2nd Dr,Oshkosh, WI,54901.0,2019-09-21 13:11:37+00:00,2020-09-08 09:21:31,NEGATIVE
69336,62fa919b39fe7a3ec975160f,Dora,Proctor,381 Oak Ave,Ottawa, IL,61350.0,2019-07-22 10:10:17+00:00,2020-09-08 09:26:43,DONOTCONTACT
85179,62fa919b39fe7a3ec97553f2,Sara,Dwyer,6510 Peter Ave,Stillwater, MN,55082.0,2020-05-27 17:47:49+00:00,2020-09-08 10:46:37,NEGATIVE
79507,62fa919b39fe7a3ec9753dca,Ernest,Cahill,5883 3rd Ln,Conyers, GA,30012.0,2019-12-04 15:57:13+00:00,2020-09-08 11:12:50,UNSURE
47951,62fa919b39fe7a3ec974c286,Todd,Hutchinson,7543 E Pine Cv,Mahwah, NJ,7430.0,2019-10-15 16:31:53+00:00,2020-09-08 11:26:58,DONOTCONTACT
35996,62fa919b39fe7a3ec97493d3,Sara,Jensen,830 Samuel Ln,Paterson, NJ,7501.0,2019-04-15 04:06:54+00:00,2020-09-08 11:39:49,UNSURE
50074,62fa919b39fe7a3ec974cad1,Rolando,Snell,1396 Peter Rd,New Albany, IN,47150.0,2020-02-18 22:23:14+00:00,2020-09-08 11:40:21,DONOTCONTACT
